sample-id	forward-absolute-filepath	reverse-absolute-filepath
SRR18750629	/Users/burak/Qiime2/SRA_Toolkit_Trials/05_PRJNA826738/SRR18750629_1.fastq	/Users/burak/Qiime2/SRA_Toolkit_Trials/05_PRJNA826738/SRR18750629_2.fastq
